id,question,targets,output_type
1937_palio_di_siena.txt,"Secondo il più antico documento sul Palio di Siena, qual è la pena pecuniaria inflitta a chi rifiutava il premio derisorio che per regolamento veniva assegnato all'ultimo classificato?","['40 soldi', 'Quaranta soldi']",poche parole
2451_giulio_berruti.txt,In quale film Giulio Maria Berruti ha interpretato il ruolo del professore Gabriel Emerson?,"[""Gabriel's Inferno""]",un nome
2706_laura_freddi.txt,Qual è il titolo della canzone cantata da Laura Freddi al Festivalbar 1995?,"['Per Non Volare', 'Per non volare']",un titolo
3162_andrea_lucchetta.txt,L'anno prima di passare al Gonzaga Milano che trofeo internazionale vince Lucchetta?,"['Coppa CEV', 'campionato europeo', 'un campionato europeo', 'europei', 'il campionato europeo']",un nome
0533_davide_astori.txt,Quale stagione concluse Davide Astori con 32 presenze in campionato e una in Coppa Italia?,"['duemiladodici-duemilatredici', 'Serie A 2012-2013', '2012-2013', '2012/2013', 'Serie A duemiladodici-duemilatredici']",una data
0904_ponte_morandi.txt,"Che giorno è stato aperto al traffico il nuovo viadotto Genova San Giorgio, che ha sostituito il ponte Morandi?","['quattro agosto duemilaventi', '04', '08', '08/04/2020', '2020', '04/08/2020', '4 agosto 2020', '04 agosto 2020', '2020-08-04', '04-Aug-2020']",una data
1009_leoluca_bagarella.txt,In che anno Leoluca Biagio Bagarella si sposò con Vincenzina Marchese?,"['millenovecentonovantuno', '1991']",una data
1253_eleonora_giorgi.txt,In quale anno Eleonora Giorgi posa integralmente nuda per l'edizione italiana della rivista Playboy?,"['millenovecentosettantaquattro', '1974']",una data
1497_fabio_fognini.txt,In quale anno Fabio Fognini ha esordito nel circuito ATP?,"['2005', 'duemilacinque', 'duemila e cinque']",una data
1520_simona_izzo.txt,In quale anno Simona Izzo partecipa alla prima edizione del reality show di Rai 2 Pechino Express?,"['due\xadmila\xaddodici', '2012', 'duemila e dodici', 'duemila dodici', 'duemila e dodici']",una data
1726_strage_di_piazza_fontana.txt,"Quale data viene considerata come quella in cui si avviò il periodo stragista della ""strategia della tensione""?","['12 dicembre 1969', '12/12/1969', '12-12-69', '12-Dec-1969', '12-12-1969', 'dodici dicembre millenovecentosessantanove', '1969-12-12']",una data
1883_giovanni_verga.txt,In che hanno Giovanni Verga si trasferì a Milano in seguito alla sua permanenza a Firenze?,"['1872', 'mille ottocento settantadue', 'milleottocentosettantadue']",una data
1992_valerio_mastandrea.txt,In quale anno Valerio Mastandrea è stato protagonista del film Non pensarci?,"['2007', 'duemila e sette', 'due\xadmila\xadsette']",una data
2413_giorgio_almirante.txt,Fino a che anno Giorgio Almirante mantenne la carica di deputato?,"['millenovecentottantotto', '1988', 'mille novecento ottantotto']",una data
2624_giuliano_de_medici.txt,In che anno Giuliano di Piero de' Medici venne e rimase a Milano da maggio a giugno alloggiandosi nella lussuosa sede del banco mediceo?,"['1471', 'millequattrocentosettantuno']",una data
2710_marco_fassone.txt,In quale anno Marco Fassone è diventato direttore generale del Napoli?,"['duemiladieci', '2010', 'duemila e dieci']",una data
2951_marcello_fonte.txt,In quale anno Marcello Fonte ha vinto l'European Film Awards per il miglior attore?,"['2018', 'due\xadmila\xaddiciotto']",una data
2973_francesco_de_gregori.txt,In che anno Francesco De Gregori scrisse il suo primo brano originale?,"['Millenovecentosessantasei', '1966']",una data
0554_maurizio_costanzo.txt,Qual è il nome della seconda trasmissione radiofonica condotta da Maurizio Costanzo durante la sua carriera?,['Buon pomeriggio'],un titolo
0610_selvaggia_lucarelli.txt,"Dopo il primo esordio, qual è stato il secondo programma tv al quale ha partecipato Selvaggia Lucarelli?",['Cominciamo bene estate'],un titolo
0931_alessandra_mussolini.txt,In quale programma partecipò Alessandra Mussolini con due ruoli diversi dopo aver abbandonato la carriera politica?,['Ballando con le stelle'],un titolo
1023_anna_marchesini.txt,Come si chiamava il programma televisivo condotto dalla Marchesini nello stesso anno in cui ebbe la sua unica performance cinematografica?,['Tastomatto'],un titolo
1283_michele_bravi.txt,"Dopo la vittoria a X Factor nel 2013, quale canzone di Michele Bravi gli ha fruttato il disco d'oro nel 2014?",['La vita e la felicità'],un titolo
1320_jane_alexander_attrice_1972.txt,Qual è stato il secondo programma condotto da Jane Alexander su LA7?,['Blind Date'],un titolo
1370_caterina_balivo.txt,Che Programma conduce Caterina Balivo in seguito al suo primo ritorno su Rai 1?,['Courmayeur on Ice'],un titolo
1695_caparezza.txt,Qual è il titolo del demo le cui basi sono state composte dal cantante di Vengo dalla Luna nello stesso periodo della realizzazione dei demo Ricomincio da Capa e Zappa?,['Con Caparezza... nella monnezza'],un titolo
1821_serena_grandi.txt,Come si chiama il film in cui Alberto Sordi è affiancato dall'attrice degli anni ottanta che utilizzava nel nome d'arte il cognome della propria madre da nubile?,['In nome del popolo sovrano'],un titolo
1979_francesca_cipriani.txt,Qual è il nome del programma le cui concorrenti hanno preso parte a Colorado insieme a Francesca Cipriani nel 2010?,"['La pupa e il secchione', 'La pupa e il secchione - Il ritorno']",un titolo
2135_gian_piero_gasperini.txt,"Partendo dall'inizio della carriera da allenatore di Gian Piero Gasperini, qual è stata la terza squadra che ha allenato?","['Genoa', 'Genoa Cricket and Football Club']",un titolo
2267_gaia_cantante.txt,In quale programma televisivo la cantante Gaia è apparsa per la seconda volta come concorrente?,"['Amici di Maria De Filippi', 'Amici']",un titolo
0577_isola_delle_rose_micronazione.txt,In quale direzione si trovava il punto più vicino dell'Italia rispetto all'Isola delle Rose?,"['Sud-ovest', 'SO']",una parola
0934_amatrice.txt,Sul lato occidentale del lago di Scandarello i rilievi superano i 2000 m?,['No'],una parola
1012_matera.txt,In quale direzione si trova il fiume Bradano rispetto a Matera?,['Ovest'],una parola
1142_marocco.txt,In che direzione dall'Algeria si trova il Sahara Occidentale?,"['Sud Ovest', 'Sudovest', 'SO', 'Sud-Ovest']",una parola
1221_dark_polo_gang.txt,"Quale ente ha rilasciato nel 2017 il disco di platino al singolo Sportswear, presente nell'album The Dark Album del gruppo musicale Dark Polo Gang?","['F.I.M.I.', 'FIMI', 'Federazione Industria Musicale Italiana', 'Federation of the Italian Music Industry']",una parola
1336_elezioni_politiche_italiane_del_2013.txt,La legge Calderoli prevedeva la possibilità di unificare più liste?,['Sì'],una parola
1368_paolo_genovese.txt,"Di quale film di Paolo Genovese è sequel ""Immaturi - Il viaggio""?",['Immaturi'],una parola
146_sfera_ebbasta.txt,Qual è l'ultimo titolo di studio conseguito dall'artista Sfera Ebbasta?,"['scuola media', 'Licenza Media']",una parola
1478_matteo_berrettini.txt,qual è la superficie su cui Matteo Berrettini ha vinto il maggior numero di tornei ATP fino a dicembre 2024?,"['Terra rossa', 'La terra rossa']",una parola
1595_mango_cantante.txt,Mango è più giovane o più vecchio di sua sorella?,"['giovane', 'più giovane']",una parola
1837_giovanni_simeone.txt,"Nella partita di esordio nella Serie A italiana, Giovanni Simeone ha segnato dei gol?",['no'],una parola
2177_gianroberto_casaleggio.txt,Davide Casaleggio era maggiorenne quando il padre si sposò in seconde nozze con Elena Sabina Del Monego?,['sì'],una parola
2194_emis_killa.txt,Qual è la posizione più alta raggiunta nel 2012 dall'album di debutto di Emis Killa nella top 10 dei dischi più venduti?,"['4ª', 'Quarta posizione', 'Quarto posto', 'Quarta', '4', '4°']",una parola
2307_maria_montessori.txt,"Chi è Renilde Stoppani per Pietro, figlio di Maria Montessori?","['La nonna', 'Nonna']",una parola
2518_diego_abatantuono.txt,Diego Abatantuono ha iniziato a lavorare prima o dopo il compimento della maggiore età?,['prima'],una parola
0677_diodato_cantante.txt,Quanti lavori discografici ha fatto Diodato fino al 2014?,"['2', 'due']",un numero
0753_spal_2013.txt,Quante volte la S.P.A.L. ha vinto il campionato di Serie B fino al 2024?,"['2', 'due']",un numero
0819_serie_a_2015-2016.txt,"Sulla base dei risultati del Campionato di calcio di serie A 2015-2016, quante squadre in totale hanno avuto il diritto di partecipare alle Coppe europee UEFA (Champions League ed Europa League) del 2016-2017?","['6', 'sei']",un numero
0921_lispettore_coliandro.txt,In quante stagioni de L'ispettore Coliandro ha recitato Paolo Sassanelli nel ruolo dell'ispettore Gamberini?,"['Sette stagioni.', 'Sette', '7']",un numero
0996_luca_zaia.txt,Quante volte Luca Zaia è stato eletto presidente della provincia di Treviso dal 1998 al 2005?,"['2', 'due']",un numero
1119_ornella_vanoni.txt,Qual è stata la più alta posizione in classifica raggiunta da Ornella Vanoni nelle otto edizioni del Festival di Sanremo a cui ha partecipato fino al 2024?,"['2', 'Seconda', 'seconda posizione', 'secondo posto', '2° posto', '2ª', '2ª posizione', '2°']",un numero
1136_lamica_geniale_serie_televisiva.txt,Quante diverse attrici hanno interpretato il ruolo della protagonista in L'amica Geniale?,"['5', 'Cinque']",un numero
1189_episodi_di_gomorra_-_la_serie_quarta_stagione.txt,"In quale episodio della quarta stagione di Gomorra, Ferdinando viene ferito dall'esplosione di un'autobomba?","['Primo', 'Uno', '1']",un numero
1215_benedetta_mazza.txt,Quante trasmissioni su Rai Gulp ha condotto Benedetta Mazza dal 2012 al 2016?,"['2', 'Due']",un numero
1418_cristiano_de_andré.txt,Fino al 2003 quante volte Cristiano De André ha partecipato al festival di Sanremo?,"['3 volte', 'tre', 'tre volte', '3']",un numero
142_serie_a.txt,"Quante volte è stato utilizzato lo spareggio per determinare la vincitrice dello scudetto nella storia della Serie A, fino alla stagione 2022-2023?","['una', 'uno', '1']",un numero
1665_cristina_davena.txt,"In che anno viene trasmesso il cartone animato Pinocchio, in onda su Canale 5, per il quale Cristina D’Avena aveva inciso la sua prima canzone, Bambino Pinocchio?","['ottantadue', 'millenovecentottantadue', '1982', ""'82""]",un numero
1989_adrian_serie_animata.txt,In quale anno Sky ha rescisso il contratto con il Clan Celentano per la realizzazione di Adrian?,"['2012', 'duemiladodici', 'duemila e dodici', 'Duemiladodici']",un numero
2406_emigratis.txt,"In quale edizione, il programma televisivo italiano di genere satirico Emigratis, ideato e condotto dal duo comico Pio e Amedeo, è stato spostato in prima serata?","['3ª', 'III', 'Terza', '3']",un numero
2418_partiti_politici_italiani.txt,"Con quale legge fu introdotto il benefit politico a cui hanno accesso tutti i partiti che superano la soglia dell'1% di voti, nel sistema elettorale italiano?","['195/1974', 'Legge 195 del 1974', '195', '1974', '195 del 1974']",un numero
2531_marco_cecchinato.txt,Qual è stato il miglior ranking ATP raggiunto da Marco Cecchinato nella sua carriera?,"['sedicesimo', '16°', '16', 'sedici']",un numero
2699_serie_c_2018-2019.txt,Quante squadre di Serie C erano presenti nella stagione 2017-2018 di calcio in Italia?,"['57', 'cinquantasette']",un numero
0721_lorenzo_amoruso.txt,In quale regione italiana Lorenzo Amoruso ha giocato per più stagioni?,['Puglia'],un luogo
0955_gabriele_rubini.txt,In quale luogo Chef Rubio affianca la carriera culinaria a quella agonistica?,['Nuova Zelanda'],un luogo
1487_nino_manfredi.txt,In quale città Nino Manfredi si appassionò alla recitazione?,['Roma'],un luogo
1715_domenico_modugno.txt,In quale luogo Modugno ha imparato il dialetto con cui compose il suo repertorio per esibirsi al Circolo Artistico di via Margutta?,['San Pietro Vernotico'],un luogo
2018_carlo_azeglio_ciampi.txt,"Nell'anno in cui si laureò, dove venne inviato Carlo Azeglio Ciampi con il grado di sottonenente nel corpo automobilistico?",['Albania'],un luogo
2095_mare_fuori.txt,"Nella serie TV Mare fuori, da quale città proviene il detenuto che aiuta il comandante della polizia penitenziaria a superare la sua crisi personale?",['Napoli'],un luogo
3181_riccardo_schicchi.txt,"Di quale regione italiana era originario il padre di chi ha fondato, nel 1983 insieme a Ilona Staller, l'agenzia dedicata ad erotismo e pornografia ""Diva Futura""?",['Sicilia'],un luogo
3276_antonio_ligabue.txt,In quale città viveva Antonio Ligabue nel 1918?,['Romanshorn'],un luogo
0728_codice_fiscale.txt,Qual è stato il primo oggetto fisico su cui era riportato il codice fiscale?,['Tesserino cartaceo'],un oggetto
0892_studio_universal.txt,"Qual è la forma all'interno della quale è comparso il countdown dei giorni mancanti all'inizio delle trasmissioni di Studio Universal su Mediaset Premium, a meno di un anno dalla sospensione delle trasmissioni su Sky?",['Cuore'],un oggetto
1084_malika_ayane.txt,Quale premio Malika vinse 2 volte?,['Premio della Critica'],un nome
1292_smetto_quando_voglio_film.txt,"Quale evento economico globale ha causato una riduzione dei fondi accademici nella storia del film ""Smetto quando voglio"" ?","['recessione economica del 2007', 'recessione economica', 'recessione']",poche parole
1842_eusebio_di_francesco.txt,"Quale ""livello"" calcistico si intende quando nell'articolo viene detto che il Piacenza era in ""massima serie""?",['serie A'],poche parole
1938_omicidio_di_giulio_regeni.txt,"Quali evidenze trovate sul corpo di Regeni hanno collegato la sua morte a metodi attribuiti alla polizia egiziana, portando alle accuse contro il regime di al-Sisi?","['alfabeto', 'lettere', 'lettere dell alfabeto']",poche parole
2096_valeria_fedeli.txt,Quale diploma ha permesso a Valeria Fedeli di iniziare a lavorare come assistente sociale?,"['Assistente sociale', 'diploma di assistente sociale', 'diploma di assistente sociale (triennale)']",poche parole
1233_franca_valeri.txt,Quale scuola superiore ha frequentato Silvana Mauri?,['Regio Liceo Ginnasio Giuseppe Parini'],un luogo
148_alessandro_del_piero.txt,In quale Stato si è svolto il campionato del mondo a cui Del Piero ha partecipato l'anno dopo essersi sposato?,['Germania'],un luogo
1616_emma_bonino.txt,Dove ha vissuto Emma Bonino fino al 1967?,['Bra'],un luogo
1718_marco_pannella.txt,Come si chiama la via di Teramo dove nacque Marco Pannella?,"['via Giacinto Pannella', 'via Pannella']",un luogo
1845_domenico_arcuri.txt,"Dove si trova l'ex stabilimento Ilva, di cui Domenico Francesco Arcuri nel 2020 è stato incaricato della trattativa per la sottoscrizione di un nuovo accordo sulla sua governance?",['Taranto'],un luogo
2347_genova.txt,Quale città oltre Genova e Milano componeva il triangolo industriale negli anni del boom economico?,['Torino'],un luogo
2498_ralf_rangnick.txt,In quale università studiava Ralf Rangnick quando ha vestito la maglia del Southwick?,"['University of Sussex', 'Università del Sussex']",un luogo
266_roberto_baggio.txt,In quale continente si è svolto il campionato del mondo a cui Roberto Baggio ha partecipato l'anno dopo essersi sposato con Andreina?,['Europa'],un luogo
2996_mine_vaganti.txt,"Nel film Mine Vaganti in quale parte d'Italia tornano Marco e gli amici, prima residenti a Roma?","['Salento', 'In Salento', 'Nel Salento']",un luogo
1389_clan_dei_casamonica.txt,Da quale quartiere di Roma prende il nome la banda che si avvaleva dei Casamonica per la riscossione dei crediti?,['Magliana'],un posto
2493_battaglia_di_caporetto.txt,Quali territori perse il Regno d'Italia con la disfatta di Caporetto?,"['altopiano di Asiago', 'Trentino', ""l'Altopiano di Asiago e il Trentino"", 'altopiano di Asiago', 'Trentino']",un posto
1589_simone_verdi.txt,"Nelle tre stagioni tra il 2011 e il 2014, quale è stata quella con un maggior numero di presenze in serie B del calciatore Simone Verdi?","['2013-2014', '2013-14', '14', '2014', '2013']",gli anni della stagione
3283_gli_orologi_del_diavolo.txt,Cosa regala Aurelio a Merani per ricompensarlo di ogni incarico andato a buon fine?,"['un orologio', 'orologio da polso']",un oggetto
